sim_id,z,tier,payout_per_ha,total_claims_php,loss_ratio
3162,0.27268727111547814,none,0,0,0
3163,-0.9428077344982548,none,0,0,0
3164,-1.70089310223139,moderate,36000,360000000,2.226345083487941
3165,0.9190367632293001,none,0,0,0
3166,0.6017057157503408,none,0,0,0
3167,-0.4000227242223417,none,0,0,0
3168,1.4374716805287395,none,0,0,0
3169,-0.31220537026346096,none,0,0,0
3170,-1.6853843947154188,moderate,36000,360000000,2.226345083487941
3171,0.9109520910724932,none,0,0,0
3172,-0.6750008285765452,none,0,0,0
3173,0.13731156664796093,none,0,0,0
3174,-0.923241797486208,none,0,0,0
3175,-1.3044597487396783,mild,18000,180000000,1.1131725417439704
3176,0.44143262527453575,none,0,0,0
3177,-0.8986870306265163,none,0,0,0
3178,-0.5415720997509723,none,0,0,0
3179,0.7240819030617598,none,0,0,0
3180,-2.562378826779181,severe,60000,600000000,3.7105751391465676
3181,-0.9372176745251796,none,0,0,0
3182,1.5295606482363926,none,0,0,0
3183,-0.005386138089297884,none,0,0,0
3184,-1.6831836903601591,moderate,36000,360000000,2.226345083487941
3185,-0.049418780024931414,none,0,0,0
3186,0.045493108947771754,none,0,0,0
3187,-0.7758702828019662,none,0,0,0
3188,-0.6853381062419042,none,0,0,0
3189,-0.03902483435398029,none,0,0,0
3190,0.8397428703424848,none,0,0,0
3191,-0.8414080170437539,none,0,0,0
3192,0.7162282761614177,none,0,0,0
3193,-1.8674656529577094,moderate,36000,360000000,2.226345083487941
3194,1.990856719707784,none,0,0,0
3195,0.7710864958600088,none,0,0,0
3196,-0.6225981080124329,none,0,0,0
3197,-0.10359455035909748,none,0,0,0
3198,-1.2325383205798028,mild,18000,180000000,1.1131725417439704
3199,-0.9329078627732392,none,0,0,0
3200,0.2975185145264702,none,0,0,0
3201,-2.064525960448865,moderate,36000,360000000,2.226345083487941
3202,0.6772492224910497,none,0,0,0
3203,0.83638305791437,none,0,0,0
3204,0.1222438764904209,none,0,0,0
3205,-0.7882496371895875,none,0,0,0
3206,0.6336370156389108,none,0,0,0
3207,-0.20329349818063755,none,0,0,0
3208,1.7757750125859915,none,0,0,0
3209,0.503354149677886,none,0,0,0
3210,1.8599456936977876,none,0,0,0
3211,-0.6094930455703007,none,0,0,0
3212,1.153055322487771,none,0,0,0
3213,0.969349157258382,none,0,0,0
3214,0.6373031570742647,none,0,0,0
3215,1.7721676925085057,none,0,0,0
3216,1.1783105646220111,none,0,0,0
3217,1.1007026361613406,none,0,0,0
3218,1.3769480758547499,none,0,0,0
3219,-0.7172653734498933,none,0,0,0
3220,0.6885127375779452,none,0,0,0
3221,1.2681014567841165,none,0,0,0
3222,-1.8720887784444187,moderate,36000,360000000,2.226345083487941
3223,1.2480829481268902,none,0,0,0
3224,-1.0773004094445224,mild,18000,180000000,1.1131725417439704
3225,-1.474169566656853,mild,18000,180000000,1.1131725417439704
3226,-0.10276125284379287,none,0,0,0
3227,-1.7148661473038105,moderate,36000,360000000,2.226345083487941
3228,-0.7744016372134654,none,0,0,0
