"sim_id","n_events","loss"
1367,0,0
1368,0,0
1369,6,5.91607473868311
1370,5,15.2705281840382
1371,0,0
1372,0,0
1373,9,117.840602717441
1374,2,67.0407031572352
1375,0,0
1376,0,0
1377,12,3210.77263741978
1378,6,238.093175762884
1379,7,1890.30727986304
1380,0,0
1381,17,1558.89493026885
1382,4,10.9791956722756
1383,10,47.6258425656936
1384,11,6265.06648549911
1385,5,258.663251164658
1386,0,0
1387,0,0
1388,9,261.26107679916
1389,0,0
1390,4,8.15073379695197
1391,0,0
1392,3,161.323915069695
1393,7,359.067931623483
1394,0,0
1395,0,0
1396,0,0
1397,10,141.43531810439
1398,5,159.093044375988
1399,0,0
1400,1,0.000476395087315087
1401,9,1018.07462654312
1402,9,1444.26251540574
1403,3,177.676448987752
1404,3,1467.09492339956
1405,16,312.94564295394
1406,0,0
1407,5,3.50107335211674
1408,11,1290.12777313223
1409,0,0
1410,7,920.629706306623
1411,8,410.636283474704
1412,7,111.525944250788
1413,7,1131.12836170638
1414,11,485.697976831954
1415,0,0
1416,8,106.207651768238
1417,5,71.4767947259438
1418,5,397.794212924878
1419,4,25.4318876678086
1420,0,0
1421,0,0
1422,0,0
1423,6,4221.38605758292
1424,5,229.775015641662
1425,5,610.200763677998
1426,0,0
1427,4,1096.67266189519
1428,2,3.23968354680819
1429,0,0
1430,6,18.0329668948155
1431,5,16606.9083511047
1432,0,0
1433,2,828.676100194495
1434,2,0.33538446231773
1435,7,443.294656695413
1436,0,0
1437,8,60.8847144210724
1438,2,30.8739899643521
1439,0,0
1440,0,0
1441,8,311.2286394415
1442,4,5.9731486467773
1443,8,1043.84010008533
1444,0,0
1445,0,0
1446,0,0
1447,3,745.479788825137
1448,9,2835.46524727618
1449,11,10085.9639343792
